exec_date,BUY,SELL
2017-10-08,11929.0,9392.0
2017-10-09,10465.0,8271.0
2017-10-10,21561.0,12245.0
2017-10-11,15442.0,10582.0
2017-10-12,24813.0,14517.0
2017-10-13,29392.0,23579.0
2017-10-14,22898.0,14501.0
2017-10-15,19121.0,17639.0
2017-10-16,16565.0,13336.0
2017-10-17,13974.0,12837.0
2017-10-18,21628.0,17930.0
2017-10-19,22258.0,20523.0
2017-10-20,16822.0,15473.0
2017-10-21,21458.0,20000.0
2017-10-22,19814.0,19944.0
2017-10-23,20768.0,25375.0
2017-10-24,27916.0,27521.0
2017-10-25,26831.0,24948.0
2017-10-26,24726.0,18726.0
2017-10-27,22796.0,19351.0
2017-10-28,17125.0,14274.0
2017-10-29,12454.0,9818.0
2017-10-30,22365.0,15130.0
2017-10-31,21389.0,17454.0
2017-11-01,23583.0,19655.0
2017-11-02,38293.0,32519.0
2017-11-03,31884.0,26222.0
2017-11-04,23627.0,22188.0
2017-11-05,27240.0,19346.0
2017-11-06,25645.0,25610.0
2017-11-07,24839.0,23176.0
2017-11-08,23108.0,18419.0
2017-11-09,32040.0,28312.0
2017-11-10,29372.0,25989.0
2017-11-11,38072.0,40756.0
2017-11-12,48654.0,46405.0
2017-11-13,31896.0,33945.0
2017-11-14,22851.0,23830.0
2017-11-15,27069.0,20957.0
2017-11-16,29535.0,18398.0
2017-11-17,38752.0,28257.0
2017-11-18,30432.0,24566.0
2017-11-19,16292.0,12732.0
2017-11-20,18430.0,15363.0
2017-11-21,21792.0,21434.0
2017-11-22,14413.0,16605.0
2017-11-23,11223.0,12599.0
2017-11-24,16627.0,16411.0
2017-11-25,15257.0,13052.0
2017-11-26,22104.0,17915.0
2017-11-27,24813.0,22043.0
2017-11-28,20343.0,23703.0
2017-11-29,38952.0,32303.0
2017-11-30,51328.0,55259.0
2017-12-01,37313.0,33678.0
2017-12-02,32828.0,27923.0
2017-12-03,25775.0,18788.0
2017-12-04,35379.0,27059.0
2017-12-05,21598.0,24434.0
2017-12-06,29983.0,28284.0
2017-12-07,67245.0,47319.0
2017-12-08,82366.0,67838.0
2017-12-09,28954.0,28218.0
2017-12-10,63438.0,58252.0
2017-12-11,57556.0,52615.0
2017-12-12,37773.0,32454.0
2017-12-13,39435.0,29636.0
2017-12-14,28925.0,23540.0
2017-12-15,32602.0,24795.0
2017-12-16,28978.0,22072.0
2017-12-17,42286.0,34945.0
2017-12-18,44940.0,37121.0
2017-12-19,41016.0,33781.0
2017-12-20,48937.0,41947.0
2017-12-21,42200.0,35583.0
2017-12-22,70007.0,55553.0
2017-12-23,69119.0,58538.0
2017-12-24,45277.0,37182.0
2017-12-25,30505.0,25209.0
2017-12-26,38111.0,32186.0
2017-12-27,44154.0,38001.0
2017-12-28,47992.0,40248.0
2017-12-29,35786.0,31713.0
2017-12-30,26759.0,25587.0
2017-12-31,41490.0,31312.0
2018-01-01,30506.0,24841.0
2018-01-02,17238.0,17302.0
2018-01-03,23981.0,21955.0
2018-01-04,22403.0,25644.0
2018-01-05,28171.0,25265.0
2018-01-06,22985.0,18795.0
2018-01-07,13592.0,12197.0
2018-01-08,27015.0,26526.0
2018-01-09,25404.0,28465.0
2018-01-10,27151.0,26576.0
2018-01-11,33918.0,37359.0
2018-01-12,23748.0,33439.0
